tid,lang,score,text,label,Gender
twv40341,en,0,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Wewe mama mwizi, 
I Wonder who voted for You.
Takataka kama Dustbin.",Insult and Hate speech,women
twv40343,en,-1,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna The problem with assmios is chest thumbing and when they are hit by astrode,they start saying ohhh we were rigged.",Insult and Hate speech,women
twv40344,tl,0,@EstherPassaris Rongai nayo hamuoni mamaa....hata Mombasa na kakamega mtashtuka,Trolling,women
twv40345,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Mushtuko bado hijawatosha?....mtashtuka Tena bana,Trolling,women
twv40346,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna <U+0001F44F><U+0001F44F><U+0001F44F> let's get it,Neutral,women
twv40349,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Mtashangaa,Trolling,women
twv40352,tl,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Uongo,Trolling,women
twv40353,tl,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna MAMA kanairo umetutupa Sana watu WA EASTLEIGH...,Neutral,women
twv40354,en,0,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna you're lying to him the way you lied to Raila Odinga.
Mwambie ukweli the way Miguna used to tell the truth.",Insult and Hate speech,women
twv40357,en,-0.8,"@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna We don't need a slay queen governor in mombasa.  Let him go and slay pole pole, Sarai achape kazi",Insult and Hate speech,women
twv40358,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna The incoming Governor Nassir County 001 Inawezekana mbele pamoja Kiongozi,Neutral,women
twv40359,en,-0.2,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Hopefully you have a plan to defeat the riggers,Insult and Hate speech,women
twv40360,in,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Chungeni chebukati na Ruto wasiibe ushindi wetu.,Disinformation,women
twv40361,en,0,@EstherPassaris We will be with you there,Neutral,women
twv40362,en,-0.5,@EstherPassaris Bitterness galore,Insult and Hate speech,women
twv40364,en,-0.25,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Uda Mambo yote. People of Mombasa join the government of uda .,Trolling,women
twv40366,en,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Where is Caterina <U+0001F602><U+0001F602><U+0001F602>,Neutral,women
twv40368,tl,0,@EstherPassaris @A_S_Nassir @TheODMparty @HEBabuOwino @edwinsifuna Hio ni uongo bwana<U+0001F602>,Trolling,women
twv40369,en,-1.1,"@EstherPassaris we need some sanity in the contributions. Take the fight for the poor masses back to parliament ASAP! 
NHIF drops bid to have top earners pay more monthly https://t.co/mgTvZiFOma via @BD_Africa",Neutral,women
twv40370,en,-0.75,@EstherPassaris Ati going through a lot kwani is she sick....aaah weee wacha,Trolling,women
twv40371,en,-0.25,@EstherPassaris Haiya mama kwani lazima a support the moi's shame on you woman,Insult and Hate speech,women
twv40372,in,-0.75,@EstherPassaris Sharrrup woman hatujasahau vile mlinyanganya jamaa wa iebc gadget fulani,Insult and Hate speech,women
twv40373,en,-2.5,"@EstherPassaris Cameras recorded Passaris Stealing IEBC gadget, These criminals did everything possible to cause chaos in Kenya,",Insult and Hate speech,women
twv40374,en,-0.8,@EstherPassaris Return IEBC gadget you stole in Bomas,Insult and Hate speech,women
twv40375,en,-1.25,@EstherPassaris Killers of destiny's.....fire on you.,Insult and Hate speech,women
twv40377,en,-1.75,@EstherPassaris You're calling other Kenyans devils .... what a shame,Insult and Hate speech,women
twv40378,en,-1.8,@EstherPassaris You're pathetic. How did we reach here as a country that everyone who doesn't support a certain course is labelled corrupt or evil? SORRY AM ASKING A GOON.,Insult and Hate speech,women
twv40379,en,0,@EstherPassaris Mark this tweet. Table will turn. Dynasties inaisha,Disinformation,women
twv40380,en,0,"@EstherPassaris Exactly, paying good with good is not slavery <U+0001F627>",Neutral,women
twv40381,en,-0.75,"@EstherPassaris You are that ""devil"" incase.",Insult and Hate speech,women
twv40382,en,-0.5,@EstherPassaris Even the devil quotes the bible??,Insult and Hate speech,women
twv40383,en,-1.3,@EstherPassaris Remember you are devil that should be shamed and your Azimio dimwit that just want to polarise Kenya..,Insult and Hate speech,women
twv40385,in,0,@EstherPassaris @EstherPassaris Rongai ni UDA mummy.,Trolling,women
twv40386,en,0,"@EstherPassaris Which God are you talking about
I had your god is a woman?!",Insult and Hate speech,women
twv40387,tl,0,@EstherPassaris Enda pekee yako wachana na sisi,Trolling,women
twv40388,en,-0.5,"@EstherPassaris God will fight for us
#Inawezekana 
BabaThe5",Neutral,women
twv40389,en,-2.75,"@EstherPassaris This round Odingaism, Kenyattaism and Moism must be ashamed. They are the little ""devils"" in Kenya Madan County. Shame! https://t.co/PaUpuS5quF",Insult and Hate speech,women
twv40390,en,-0.7,@EstherPassaris Demonizing a democratic right? Why should one feel entitled of votes? Give us a break!,Insult and Hate speech,women
twv40391,en,-0.5,@EstherPassaris You are the devil reincarnated,Insult and Hate speech,women
twv40393,und,0,@EstherPassaris Hizi ndio zile ngo'mbe za baba Junet alisema,Insult and Hate speech,women
twv40395,en,0,"@EstherPassaris <U+0001F602>No Devil here, Bendera hufwata upepo &amp; it's like umevuma Rongai Sana.
Remember no one always wants to be on a loosing side",Insult and Hate speech,women
twv40397,en,0,@EstherPassaris The word of the Lord <U+0001F64F>,Neutral,women
twv40401,en,-0.25,@EstherPassaris Choosing a side makes him a betrayer @EstherPassaris enlighten me!!,Insult and Hate speech,women
twv40404,en,0,"@EstherPassaris #MadeinKenya products by @leather_africa 

Order WhatsApp 0757 071 371 

Fro as low as Kshs 999 for school shoes &amp; Kshs 1250 for Official Men's shoes &amp; Kshs 1499 on boots

Click<U+27A1> https://t.co/aynQjfdzuY to Order now

",Neutral,women
twv40408,en,0,@EstherPassaris I needd help,Neutral,women
twv40410,en,-2.55,"@EstherPassaris You committed an Election Offence when You threw jabs with your fellow wankers at Bomas, it's uncalled for. Despite several stunts to disrupt a Credible Process Your ""BABA"" still cries Foul. Sit on a Pin!! https://t.co/HWZIjF7ZmM",Insult and Hate speech,women
twv40411,en,-2,@EstherPassaris Ida should just divorce and leave Raila. Stress tupu!,Insult and Hate speech,women
twv40412,in,0,@EstherPassaris Nyamaza mwizi huko Bomas,Insult and Hate speech,women
twv40413,in,0,@EstherPassaris Sura kama mawe.,body shaming,women
twv40414,en,0,@EstherPassaris Ati first lady .<U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>,Trolling,women
twv40415,en,0,"@EstherPassaris Which country?
Speak on your behalf or are you the country?",Trolling,women
twv40418,tl,0,@EstherPassaris Siku hizi mnatumia Bible quotes na before elections Mlikuwa mnaquestion mungu wa Ruto,Insult and Hate speech,women
twv40419,en,-0.4,@EstherPassaris We voted and the people voted for Ruto tell them to concede,Trolling,women
twv40420,in,0,@EstherPassaris Mtu aliiba kiems kit anaambia Mungu amsaidie <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>,Insult and Hate speech,women
twv40423,en,0,@EstherPassaris <U+0001D47C><U+0001D48F><U+0001D48D><U+0001D486><U+0001D494><U+0001D494> <U+0001D49A><U+0001D490><U+0001D496> <U+0001D489><U+0001D482><U+0001D497><U+0001D486> <U+0001D49A><U+0001D490><U+0001D496><U+0001D493> <U+0001D490><U+0001D498><U+0001,Neutral,women
twv40425,et,0,"@EstherPassaris Which country Passaris
Tulisema urudishe simu",Trolling,women
twv40426,und,0,@EstherPassaris,Neutral,women
twv40428,tl,0,@EstherPassaris Hahahaaaaaaaaaaaaaaaaa pwa,Neutral,women
twv40430,en,-0.65,"@EstherPassaris Don’t worry about mwalimu.. she went through the same headaches 4 times, sure what is one more. Wewe focus on your wahala",Trolling,women
twv40431,en,0,@EstherPassaris Ni ya kujitafutia at this age you need to relax wachia vijana murindimo show your baba also,Ageism,women
twv40434,in,0,@EstherPassaris Hbd mama wa nation,Neutral,women
twv40437,ht,0,"@EstherPassaris Feliz cumpleanòs Mrs. @RailaOdinga lakini ambia Mzee ashuke Kenya iende mbele.
Feliz cumpleanòs",Trolling,women
twv40438,en,-1.75,"@EstherPassaris Going thru alot coz mzee lost?
She has been taken thru this drama after every 5 yrs.she got used to it.worry for yourselofu",Trolling,women
twv40441,en,-2.75,"@EstherPassaris I will never be behind criminals @EstherPassaris what you did in bomas with that thugs is something kenyans are asking how on earth you gonna be their women representative,to me you need be behind bars and answer to your criminal activity",Insult and Hate speech,women
twv40442,und,0,@EstherPassaris https://t.co/opLuG61dry,Neutral,women
twv40447,en,0,@EstherPassaris Which country,Trolling,women
twv40452,in,0,@EstherPassaris Yaani mtu hawezichochwa na amani<U+0001F602><U+0001F602><U+0001F602><U+0001F494>.Kenyans <U+0001F602><U+0001F64C>,Neutral,women
twv40455,ht,0,@EstherPassaris Zoe Rais wako mapema @WilliamsRuto,Trolling,women
twv40456,en,0,@EstherPassaris hbd the firstlady,Neutral,women
twv40457,und,0,@EstherPassaris https://t.co/GWXKtSAQBO,Neutral,women
twv40458,und,0,@EstherPassaris https://t.co/NvFrcsp9PF,Neutral,women
twv40463,en,-1.8,@EstherPassaris Have you returned the gadget you stole in Bomas?International thief?,Insult and Hate speech,women
twv40464,tl,-0.5,@EstherPassaris Sorry madam pasaris.Kwani hauna mama yako wewe?,Insult and Hate speech,women
twv40466,pt,0,@EstherPassaris Bondo direct!,Trolling,women
twv40467,et,0,@EstherPassaris Nkts,Trolling,women
twv40468,en,0,"@EstherPassaris Which country Easther,? We want life to move on.",Trolling,women
twv40469,en,0,@EstherPassaris Which country is behind her FFS ???,Trolling,women
twv40474,en,-0.6,@EstherPassaris Kumbe you are a SHE goon?,Insult and Hate speech,women
twv40475,in,0,@EstherPassaris Presidency hawapati lakini,Trolling,women
twv40476,en,0,@EstherPassaris Athiest,Insult and Hate speech,women
twv40477,en,-0.75,"@EstherPassaris Tia mama nguvu but mama Kubali matokeo Na tuzonge mbele, again she should be advising mzee that allowing those cheat him that everything is ok when it's not.",Disinformation,women
twv40481,en,-0.15,@EstherPassaris Tell her to pray enough,Trolling,women
twv40482,tr,0,@EstherPassaris Huyu mumama zii,Trolling,women
twv40483,en,-0.4,@EstherPassaris Is she with her country first? She should be advising her husband to stop the hullabaloo he's been taking to court year in year out,Insult and Hate speech,women
twv40484,en,0,"@EstherPassaris #MadeinKenya products by @leather_africa 

Order WhatsApp 0757 071 371 

Fro as low as Kshs 999 for school shoes &amp; Kshs 1250 for Official Men's shoes &amp; Kshs 1499 on boots

Click<U+27A1> https://t.co/aynQjfdzuY to Order now

",Neutral,women
twv40486,en,-2.15,"@EstherPassaris through alot? i mean people loose and win,so he lost and it should be okay.why wail and be sad for power ? eeeish concede",Trolling,women
twv40489,en,-1,@EstherPassaris After all the havoc you caused at Bomas ?! usitumike vibaya madam… jipende kidogo.,Insult and Hate speech,women
twv40493,en,-4,@EstherPassaris Which country is behind this notorious crooks stop lying Kenya is behind in terms of of economy just because of one stubborn family we resist,Insult and Hate speech,women
twv40494,en,0,@EstherPassaris Ruto The 5th,Trolling,women
twv40496,es,0,@EstherPassaris Uyu ashazoea,Trolling,women
twv40500,en,0,@EstherPassaris #which country is behind the wife to the #lordOfViolence?,Insult and Hate speech,women
twv40501,en,0,@EstherPassaris #which country is behind the wife to the #lordOfViolence?,Insult and Hate speech,women
twv40502,und,0,@EstherPassaris Hbd,Neutral,women
twv40504,hi,0,@EstherPassaris Ata hakai the 1st,Trolling,women
twv40506,en,0,@EstherPassaris Which country,Trolling,women
twv40508,en,0,@EstherPassaris Which country? Wajaluo only.,Insult and Hate speech,women
twv40513,en,-0.75,@EstherPassaris I never have imagined this arrogant woman being the firstlady!,Insult and Hate speech,women
twv40515,en,0,"@EstherPassaris Did you want to close churches if at all tinga won? God couldn't allow that to happen,we are a God fearing nation.",Trolling,women
twv40520,en,-1.25,@EstherPassaris We haven't forgotten your chaos at Bomas,Trolling,women
twv40522,und,0,@EstherPassaris <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F499>,Neutral,women
twv40523,en,0,@EstherPassaris <U+0001F923><U+0001F923>..he forgot about Shollei's bags and car.,Disinformation,women
twv40524,en,-4,@EstherPassaris Which country is behind this notorious crooks stop lying Kenya is behind in terms of of economy just because of one stubborn family we resist,Insult and Hate speech,women
twv40525,en,-0.25,@EstherPassaris Life time opposition leader,Insult and Hate speech,women
twv40527,en,-0.6,"@EstherPassaris @MamaRachelRuto the 1st lady, prayer warrior",Neutral,women
twv40529,en,0,"@EstherPassaris For sure, eeeeeh",Neutral,women
twv40533,en,-0.7,@EstherPassaris But remember she was complaining after she found out that you were EATING BABA <U+0001F602><U+0001F602><U+0001F602> miguna said ur eating baba is it true that you fucked baba,sexualizad violence,women
twv40536,en,0,@EstherPassaris Which? A God B god,Insult and Hate speech,women
twv40538,en,0,@EstherPassaris Eti going through alot <U+0001F923>,Trolling,women
twv40543,en,0,@EstherPassaris Its just the beginning of alot <U+0001F602><U+0001F602>,Neutral,women
twv40548,in,0,@EstherPassaris Zeeka pole pole na utubu dhambi,Ageism,women
twv40552,in,0,@EstherPassaris We @EstherPassaris ata simu ni kitu ya kuiba shually,Insult and Hate speech,women
twv40553,tl,0,@EstherPassaris Mwizi wa simu sasa anaquote bible,Insult and Hate speech,women
twv40555,in,0,@EstherPassaris ukipendwa pendeka wacha maneno,Trolling,women
twv40556,in,0,@EstherPassaris haupendeki ww,Trolling,women
twv40557,en,0,@EstherPassaris follow back,Neutral,women
twv40561,en,0,@EstherPassaris Exactly https://t.co/nAVQgw13LM,Neutral,women
twv40562,en,-0.25,@EstherPassaris And we saw them in bomas stealing from IEBC officials and trying to beat Chebukati. Hope you also saw yourselves,Disinformation,women
twv40564,en,0,@EstherPassaris Which country what Kenyans want is for everything to go back to normal,Neutral,women
twv40567,in,0,@EstherPassaris hbd MAMA,Neutral,women
twv40569,en,-2.2,"@EstherPassaris They should both concede the defeat,why fight a loosing battle",Neutral,women
twv40570,en,0,"@EstherPassaris Mama RACHAEL Ruto The 5th.,.",Trolling,women
twv40572,en,-0.75,@EstherPassaris EstherPassaris @MigunaMiguna is around the corner...You can sue me million times but it will not bother me.Miguna reduced you to nothing,Disinformation,women
twv40575,in,0,"@EstherPassaris Mwizi arudishe simu,",Insult and Hate speech,women
twv40577,ht,0,"@EstherPassaris Hand off,madam mwambie awike mashambani yeye",Insult and Hate speech,women
twv40578,en,0,@EstherPassaris Was it a phone or a hacking gadget?,Neutral,women
twv40579,en,-0.75,@EstherPassaris You are competing against God. Shame on you https://t.co/igCswmWK67,Insult and Hate speech,women
twv40580,und,0,@EstherPassaris https://t.co/QWH4j8gnVC,Neutral,women
twv40581,in,0,@EstherPassaris alaf uambie ngilu arudishe laptop ya sholei<U+0001F604>,Disinformation,women
twv40584,en,-0.65,@EstherPassaris This your baba should go and rest. Whats with old men and thinking because they are old they should be given this or that. Go and relax jareh!!! Don't stress us. This Honourable also be focused don't be confused,Ageism,women
twv40585,tl,0,"@EstherPassaris Mnaoverdo sasa, hizo quotes zote ndio mmekumbuka Bible inaexist smh",Insult and Hate speech,women
twv40588,en,-0.75,@EstherPassaris Rubbish,Insult and Hate speech,women
twv40589,en,-0.25,@EstherPassaris Respect lost,Trolling,women
twv40591,en,0,@EstherPassaris Next Governor Nairobi county,Neutral,women
twv40593,en,-0.75,@EstherPassaris Sai ndio mnakumbuka mungu in hypocrisy. God is not mocked please. Your BABA said that Kenya is a secular nation and that he will abolish christianity. Why now turn your faces to that God your highness doesnt want He be worshipped?,Insult and Hate speech,women
twv40594,und,0,@EstherPassaris https://t.co/UU3kxVgZ9k,Neutral,women
twv40595,en,-0.05,"@EstherPassaris When President Elect was Praying and crying to God ,You criticize him with the so called Deputy. Now it's you turn to quote biblical verses for comfort",Trolling,women
twv40596,in,0,@EstherPassaris Watu wa Fujo,Insult and Hate speech,women
twv40597,ht,0,@EstherPassaris Mtoto mzuri lakini mwizi wa ODM,Insult and Hate speech,women
twv40598,en,-0.3,"@EstherPassaris If you agree on that how comes you stole at Bomas, how was your habit at Kasarani.",Insult and Hate speech,women
twv40599,en,-1.4,@EstherPassaris Return the gadget you stole at Bomas with your fellow thugs.,Insult and Hate speech,women
twv40600,in,0,"@EstherPassaris Huyo Mungu mliomdhihaki mkisema ...... anatukojolea. ....
He will not listen to you",Insult and Hate speech,women
twv40601,in,0,@EstherPassaris But ile gadget ulichukua Bomas urudishe,Insult and Hate speech,women
twv40605,tl,0,@EstherPassaris wewe Ndio ule mama mwizi tulikuona kwa tv uko bomas,Insult and Hate speech,women
twv40606,en,-0.1,@EstherPassaris lol <U+0001F602> the ones who said their god is female are now quoting the Bible Verses. Laughable <U+0001F923>,Insult and Hate speech,women
twv40607,en,-0.75,@EstherPassaris Light and Darkness do not mix... https://t.co/4PPJhFilFO,Trolling,women
twv40608,en,-1.2,@EstherPassaris You stole IEBC device...repent,Insult and Hate speech,women
twv40609,ht,0,@EstherPassaris Mwizi huu!! Pinchii..,Insult and Hate speech,women
twv40610,tl,-0.75,"@EstherPassaris Yeye anatafuta unga yake, alafu you want us to abandon our jobs? Kwenda.",Insult and Hate speech,women
twv40611,en,-1.25,"@EstherPassaris You all starting to look like a Cult 
What's a Bible verse got to do with BABA 
He lost 5 times now it's time to move on",Insult and Hate speech,women
twv40617,en,0,@EstherPassaris Says a woman who took a IEBC Gadget,Insult and Hate speech,women
twv40618,und,0,@EstherPassaris https://t.co/t7RVZwAVVG,Neutral,women
